x, y, value
340.098, 159.99, 1
320.826, 204.295, 1
276.372, 192.447, 1
326.746, 158.168, 1
445.629, 145.278, 1
512.075, 175.221, 1
383.087, 165.827, 1
269.522, 177.208, 1
340.016, 197.429, 1
229.448, 233.678, 1
393.791, 174.919, 1
288.92, 209.584, 1
104.721, 175.575, 1
264.995, 191.933, 1
435.525, 187.12, 1
419.951, 181.939, 1
103.149, 232.051, 1
-2.17574, 205.321, 1
512.785, 187.883, 1
0.342667, 233.457, 1
53.2145, 220.739, 1
434.327, 182.409, 1
227.801, 215.169, 1
103.147, 232.057, 1
358.476, 200.799, 1
383.24, 184.902, 1
193.595, 201.997, 1
277.075, 159.646, 1
94.4899, 213.217, 1
87.004, 177.953, 1
420.401, 172.81, 1
0.370262, 233.451, 1
56.4807, 199.306, 1
407.841, 178.482, 1
104.715, 175.598, 1
160.571, 201.55, 1
452.913, 177.122, 1
481.526, 177.715, 1
431.974, 144.651, 1
196.081, 218.191, 1
32.8517, 201.959, 1
131.208, 200.715, 1
509.991, 157.463, 1
397.375, 196.349, 1
83.1735, 199.794, 1
33.9023, 226.929, 1
395.614, 187.484, 1
104.618, 211.219, 1
463.546, 169.811, 1
476.67, 150.842, 1
230.294, 200.381, 1
459.049, 150.44, 1
411.195, 188.72, 1
126.823, 161.69, 1
153.59, 197.667, 1
189.774, 187.802, 1
603.106, 272.557, 0
48.5921, 188.455, 1
350.588, 200.731, 1
5.46236, 190.856, 1
127.179, 184.939, 1
361.053, 173.382, 1
395.689, 142.457, 1
113.73, 161.941, 1
361.044, 173.365, 1
359.672, 160.863, 1
381.535, 198.488, 1
25.2637, 215.546, 1
459.91, 150.745, 1
479.806, 177.572, 1
295.219, 171.013, 1
349.063, 144.207, 1
340.014, 197.431, 1
497.85, 152.397, 1
83.1899, 199.791, 1
105.173, 197.216, 1
366.687, 140.506, 1
416.147, 143.958, 1
33.8991, 226.943, 1
6.63883, 215.93, 1
230.294, 184.782, 1
63.1628, 149.233, 1
326.752, 158.168, 1
153.64, 197.611, 1
4.28574, 174.73, 1
53.5284, 164.094, 1
288.917, 209.582, 1
137.431, 232.214, 1
259.675, 234.579, 1
182.627, 218.512, 1
46.0061, 177.817, 1
-9.62164, 194.496, 1
332.704, 103.935, 1
449.3, 163.228, 1
37.9245, 181.03, 1
315.623, 158.075, 1
299.129, 158.054, 1
446.66, 147.377, 1
287.614, 158.085, 1
372.713, 189.438, 1
436.022, 164.226, 1
594.056, 276.541, 0
401.536, 172.137, 1
0.341408, 233.461, 1
56.5205, 233.887, 1
104.718, 175.589, 1
218.048, 200.351, 1
486.593, 166.919, 1
94.3055, 205.268, 1
139.517, 211.301, 1
452.933, 177.107, 1
237.86, 191.859, 1
137.431, 232.212, 1
459.053, 150.441, 1
33.5987, 169.647, 1
115.312, 216.223, 1
176.783, 232.893, 1
317.868, 181.639, 1
479.808, 177.578, 1
267.685, 138.362, 1
635.048, 301.224, 0
183.602, 197.095, 1
422.797, 191.664, 1
168.761, 185.001, 1
63.1662, 149.222, 1
382.978, 165.829, 1
22.2205, 204.377, 1
130.432, 221.024, 1
486.107, 236.549, 1
430.554, 81.6737, 1
382.075, 145.135, 1
258.331, 174.155, 1
20.8797, 191.418, 1
470.767, 162.263, 1
131.158, 200.699, 1
369.311, 157.179, 1
17.8342, 234.104, 1
420.284, 71.3099, 1
201.889, 183.784, 1
196.356, 96.0288, 1
413.869, 158.967, 1
442.431, 77.2207, 1
217.572, 165.893, 1
264.716, 165.337, 1
130.485, 173.132, 1
496.82, 236.691, 1
40.1502, 123.938, 1
323.122, 235.423, 1
348.713, 179.347, 1
584.864, 269.613, 0
465.064, 80.9604, 1
381.496, 90.6807, 1
259.675, 234.58, 1
230.268, 200.386, 1
154.268, 232.737, 1
492.504, 184.5, 1
37.5382, 115.887, 1
200.815, 168.217, 1
80.7165, 152.96, 1
449.768, 189.585, 1
336.605, 104.582, 1
578.488, 278.262, 0
359.806, 184.699, 1
205.625, 197.915, 1
157.724, 214.156, 1
152.768, 152.336, 1
202.376, 223.265, 1
86.159, 232.54, 1
174.733, 162.551, 1
103.148, 232.059, 1
219.092, 156.252, 1
413.697, 236.058, 1
35.157, 144.693, 1
363.193, 235.838, 1
137.431, 232.217, 1
326.755, 158.167, 1
418.679, 167.407, 1
443.388, 89.8423, 1
210.962, 182.33, 1
174.705, 162.548, 1
502.15, 181.199, 1
212.286, 95.9299, 1
219.107, 156.249, 1
394.55, 157.144, 1
312.694, 190.099, 1
382.207, 214.221, 1
586.478, 292.143, 0
447.704, 91.7318, 1
268.031, 141.886, 1
427.329, 236.4, 1
319.333, 169.054, 1
116.874, 192.835, 1
174.714, 162.561, 1
578.288, 287.276, 0
541.466, 287.607, 0
457.523, 236.456, 1
532.505, 236.838, 1
393.433, 236.199, 1
301.598, 187.158, 1
142.583, 165.769, 1
606.225, 273.147, 0
399.25, 95.3033, 1
360.784, 91.2405, 1
53.5112, 164.26, 1
243.639, 141.55, 1
237.576, 166.78, 1
606.68, 271.544, 0
209.347, 246.996, 1
529.418, 183.723, 1
338.142, 182.579, 1
329.48, 189.051, 1
631.836, 298.413, 0
443.525, 236.924, 1
559.588, 294.066, 0
4.88879, 155.835, 1
23.1013, 156.621, 1
608.395, 278.136, 0
522.92, 291.312, 0
71.5247, 192.703, 1
281.498, 234.92, 0
541.939, 287.359, 0
-4.6554, 146.486, 1
413.842, 236.06, 1
14.2885, 168.598, 1
343.39, 235.776, 1
59.3209, 210.967, 1
594.166, 276.765, 0
392.155, 235.696, 1
237.545, 166.782, 1
497.352, 163.359, 1
174.704, 162.55, 0
579.971, 293.271, 0
277.077, 159.641, 1
211.838, 234.291, 1
570.766, 291.018, 0
449.337, 145.135, 0
103.848, 232.38, 0
370.796, 177.072, 1
78.2443, 214.172, 0
521.273, 169.868, 0
563.768, 295.843, 0
290.742, 208.66, 0
643.431, 311.919, 0
301.269, 198.957, 0
-5.72451, 220.019, 0
524.022, 157.148, 0
168.729, 220.891, 0
535.619, 282.474, 0
437.564, 288.15, 0
499.486, 288.151, 0
54.1406, 163.091, 0
280.373, 178.994, 0
436.898, 288.129, 0
635.089, 299.238, 0
448.855, 144.463, 1
170.634, 201.613, 1
521.009, 169.985, 1
156.386, 197.16, 1
606.45, 288.565, 0
326.136, 158.567, 1
289.865, 209.035, 1
554.923, 297.686, 0
550.584, 301.762, 0
82.2911, 200.455, 1
114.622, 185.347, 0
633.716, 307.17, 0
67.0823, 139.319, 1
615.091, 301.696, 0
555.507, 302.882, 0
529.779, 100.146, 1
449.711, 142.843, 1
529.29, 148.099, 1
532.47, 167.064, 1
533.358, 121.373, 1
533.728, 100.146, 1
552.441, 183.842, 1
529.29, 148.098, 1
471.571, 178.356, 1
84.9818, 186.221, 0
527.263, 308.93, 0
517.416, 314.259, 0
533.031, 106.992, 1
558.32, 308.513, 0
551.377, 303.605, 0
550.802, 301.973, 0
541.615, 304.66, 0
536.519, 157.469, 0
95.6838, 186.125, 0
485.583, 315.31, 0
492.983, 314.831, 0
550.795, 300.995, 0
-5.56219, 178.948, 1
505.398, 308.4, 0
550.778, 301.9, 0
548.387, 300.151, 0
551.195, 303.866, 0
492.867, 317.358, 0
625.504, 329.976, 0
355.234, 311.083, 0
550.631, 301.66, 0
430.75, 81.4105, 1
573.891, 128.19, 1
531.398, 149.884, 1
529.254, 100.169, 1
529.261, 100.168, 1
579.976, 159.669, 1
573.901, 128.191, 1
579.347, 174.41, 1
576.979, 134.418, 1
576.925, 134.45, 1
579.969, 159.664, 1
567.445, 164.492, 0
570.71, 322.131, 0
566.464, 181.375, 1
631.554, 316.262, 0
579.762, 341.552, 0
564.565, 136.654, 1
584.875, 318.315, 1
379.502, 326.238, 0
503.648, 301.976, 0
617.7, 316.962, 0
579.021, 188.947, 1
595.372, 284.775, 0
549.76, 167.865, 1
598.873, 155.455, 1
