x, y, value
333.932, 150.186, 1
313.463, 193.821, 1
269.266, 181.031, 1
320.598, 148.206, 1
439.157, 137.705, 1
504.727, 168.723, 1
376.472, 156.964, 1
262.587, 165.722, 1
332.68, 187.387, 1
221.213, 221.183, 1
387.094, 166.056, 1
281.295, 198.287, 1
96.5887, 160.978, 1
257.893, 180.42, 1
428.497, 178.788, 1
413.102, 173.333, 1
93.9597, 216.825, 1
505.344, 181.198, 1
43.762, 204.613, 1
427.388, 174.084, 1
219.607, 202.381, 1
93.957, 216.831, 1
351.289, 190.934, 1
376.382, 175.837, 1
185.484, 188.947, 1
270.432, 148.59, 1
85.4099, 197.939, 1
78.6762, 163.087, 1
413.608, 164.283, 1
47.4482, 183.389, 1
400.997, 169.786, 1
96.5819, 161.003, 1
152.468, 187.65, 1
445.906, 169.264, 1
474.365, 170.347, 1
425.924, 136.802, 1
187.906, 204.862, 1
23.2729, 185.821, 1
123.054, 186.351, 1
503.083, 150.906, 1
390.165, 187.386, 1
74.2747, 184.353, 1
23.9165, 210.568, 1
388.67, 178.554, 1
95.5809, 196.251, 1
456.536, 162.265, 1
470.148, 143.576, 1
221.024, 187.858, 1
452.652, 142.863, 1
404.169, 180.023, 1
118.973, 147.354, 1
145.631, 183.639, 1
181.994, 174.908, 1
39.5144, 172.494, 1
343.331, 190.807, 1
-4.67997, 174.286, 1
119.25, 170.581, 1
354.424, 163.958, 1
389.615, 133.871, 1
105.706, 147.486, 1
354.416, 163.937, 1
353.123, 151.512, 1
374.296, 189.226, 1
15.4778, 199.13, 1
453.519, 143.196, 1
472.656, 170.192, 1
288.617, 160.153, 1
342.971, 134.559, 1
332.677, 187.389, 1
490.896, 145.443, 1
74.2909, 184.351, 1
96.5589, 182.331, 1
360.152, 131.388, 1
410.257, 135.798, 1
23.914, 210.581, 1
221.426, 172.427, 1
54.5817, 133.661, 1
320.604, 148.206, 1
145.671, 183.584, 1
44.9192, 148.315, 1
281.293, 198.285, 1
128.835, 217.801, 1
251.722, 222.719, 1
174.352, 205.008, 1
37.1408, 161.891, 1
328.468, 94.4291, 1
442.485, 155.433, 1
28.8429, 164.957, 1
309.546, 147.749, 1
292.633, 147.248, 1
440.469, 139.633, 1
280.997, 147.138, 1
365.78, 180.046, 1
429.272, 156.125, 1
394.773, 163.411, 1
46.8411, 217.751, 1
96.5845, 160.994, 1
207.021, 187.682, 1
479.432, 159.666, 1
85.3298, 190.037, 1
131.203, 196.987, 1
445.926, 169.251, 1
229.792, 179.455, 1
128.833, 217.798, 1
452.655, 142.864, 1
24.6936, 153.446, 1
106.285, 201.327, 1
168.245, 219.279, 1
310.982, 171.23, 1
472.658, 170.198, 1
261.963, 126.623, 1
175.727, 183.805, 1
415.775, 183.1, 1
161.169, 171.291, 1
54.5848, 133.65, 1
376.379, 156.965, 1
12.5424, 188.071, 1
121.938, 206.461, 1
477.278, 228.757, 1
426.758, 74.9406, 1
375.867, 136.431, 1
251.399, 162.531, 1
11.4103, 175.106, 1
463.853, 154.859, 1
122.999, 186.337, 1
362.744, 148.194, 1
416.746, 64.3299, 1
193.006, 171.45, 1
191.568, 83.3503, 1
407.356, 150.6, 1
438.425, 70.6964, 1
210.328, 153.575, 1
257.997, 153.882, 1
122.647, 158.824, 1
488.805, 229.096, 1
32.6344, 109.502, 1
315.567, 224.583, 1
341.896, 169.469, 1
588.081, 257.65, 0
461.219, 74.7858, 1
377.228, 81.9205, 1
251.72, 222.719, 1
220.994, 187.863, 1
145.565, 218.692, 1
485.264, 177.294, 1
30.2281, 101.495, 1
193.615, 155.606, 1
72.4138, 137.614, 1
442.618, 181.486, 1
332.37, 95.1674, 1
611.925, 271.686, 0
352.926, 175.111, 1
196.895, 185.237, 1
149.381, 200.119, 1
146.505, 139.075, 1
194.008, 210.177, 1
76.9682, 217.049, 1
167.79, 149.396, 1
93.9585, 216.832, 1
212.194, 144.276, 1
405.906, 226.972, 1
26.7889, 129.069, 1
354.636, 225.791, 1
128.835, 217.804, 1
320.607, 148.205, 1
411.959, 158.878, 1
439.395, 83.3428, 1
201.509, 171.366, 1
167.76, 149.393, 1
494.787, 174.326, 1
207.638, 83.3695, 1
212.21, 144.27, 1
388.067, 148.481, 1
305.347, 179.457, 1
374.514, 204.844, 1
443.733, 85.2624, 1
262.342, 130.377, 1
418.384, 227.531, 1
312.99, 158.828, 1
108.805, 178.297, 1
167.771, 149.407, 1
538.538, 284.743, 0
449.167, 228.134, 1
523.729, 229.91, 1
388.081, 226.786, 1
294.575, 176.213, 1
134.845, 151.889, 1
395.23, 87.0891, 1
356.955, 82.1677, 1
44.8997, 148.474, 1
238.113, 130.184, 1
230.719, 154.532, 1
201.331, 234.109, 1
521.809, 177.527, 1
331.119, 172.635, 1
322.238, 178.937, 1
435.169, 228.343, 1
587.933, 295.373, 0
14.3214, 140.373, 1
518.795, 285.734, 0
62.8123, 176.994, 1
274.413, 223.473, 0
