x, y, value
351.219, 163.977, 1
331.143, 207.638, 1
287.029, 195.626, 1
337.85, 162.103, 1
457.508, 149.517, 1
523.602, 180.206, 1
393.887, 170.114, 1
280.26, 180.384, 1
350.444, 200.993, 1
239.805, 236.142, 1
404.571, 179.051, 1
299.505, 212.667, 1
116.872, 177.825, 1
275.705, 194.927, 1
446.447, 191.295, 1
430.768, 185.978, 1
114.404, 233.183, 1
11.2813, 206.552, 1
524.238, 192.957, 1
13.3816, 233.907, 1
65.4284, 221.648, 1
445.281, 186.553, 1
238.506, 217.683, 1
114.402, 233.189, 1
368.996, 204.479, 1
393.979, 189.025, 1
204.557, 204.298, 1
287.992, 163.29, 1
106.093, 214.706, 1
99.3157, 180.08, 1
0.241947, 134.432, 1
431.28, 176.874, 1
-0.641113, 165.064, 1
13.4066, 233.901, 1
69.0498, 200.688, 1
-4.77682, 182.105, 1
418.6, 182.579, 1
116.865, 177.849, 1
171.822, 203.679, 1
464.046, 181.496, 1
492.714, 182.352, 1
443.503, 149.34, 1
206.746, 220.268, 1
45.5637, 203.293, 1
142.92, 202.698, 1
521.795, 162.308, 1
407.965, 200.396, 1
95.2768, 201.326, 1
46.3, 227.854, 1
406.354, 191.554, 1
116.23, 212.884, 1
474.735, 174.345, 1
-7.7702, 160.823, 1
488.276, 155.521, 1
246.382, 202.539, 1
470.487, 155.059, 1
421.871, 192.793, 1
138.754, 164.264, 1
164.973, 199.746, 1
200.921, 190.254, 1
593.374, 287.68, 0
61.3069, 189.979, 1
361.036, 204.416, 1
19.2759, 192.601, 1
139.071, 187.021, 1
371.78, 177.497, 1
406.854, 147.005, 1
125.773, 164.416, 1
0.246323, 134.442, 1
-4.75994, 182.066, 1
371.766, 177.481, 1
370.446, 165.05, 1
392.049, 202.417, 1
37.8334, 216.574, 1
471.372, 155.382, 1
491.019, 182.198, 1
306.266, 174.648, 1
360.099, 148.268, 1
350.443, 200.994, 1
509.511, 157.141, 1
95.2975, 201.323, 1
117.118, 199.05, 1
377.22, 144.784, 1
427.573, 148.562, 1
46.2975, 227.865, 1
19.818, 216.888, 1
245.118, 186.202, 1
75.8342, 151.4, 1
337.854, 162.101, 1
165.034, 199.69, 1
18.5264, 176.426, 1
66.3115, 166.153, 1
299.503, 212.665, 1
148.258, 233.627, 1
270.09, 237.233, 1
-8.55402, 196.121, 1
566.86, 281.201, 0
193.311, 220.481, 1
58.7377, 179.733, 1
4.18417, 195.821, 1
343.51, 108.562, 1
460.511, 167.725, 1
50.7669, 182.797, 1
326.717, 161.915, 1
310.261, 161.724, 1
458.055, 152.011, 1
298.555, 161.705, 1
383.342, 193.377, 1
-1.49544, 152.271, 1
447.127, 168.51, 1
583.113, 287.236, 0
412.341, 176.293, 1
13.3801, 233.908, 1
68.5332, 234.747, 1
116.867, 177.839, 1
232.459, 202.379, 1
497.795, 171.586, 1
106.118, 206.813, 1
150.867, 213.195, 1
464.069, 181.481, 1
253.769, 193.8, 1
148.258, 233.624, 1
-4.65879, 229.09, 1
470.484, 155.06, 1
46.6134, 171.594, 1
126.605, 217.624, 1
187.32, 234.76, 1
328.544, 185.245, 1
491.023, 182.204, 1
279.194, 142.05, 1
528.303, 314.618, 0
194.621, 199.411, 1
433.591, 195.732, 1
180.272, 187.293, 1
75.8376, 151.389, 1
393.785, 170.12, 1
34.9223, 205.536, 1
141.714, 222.387, 1
497.348, 241.343, 1
440.881, 87.5733, 1
392.965, 149.645, 1
0.274265, 134.517, 1
269.104, 177.311, 1
33.8765, 192.933, 1
-5.8854, 217.465, 1
482.056, 166.908, 1
142.874, 202.682, 1
380.123, 161.449, 1
30.5545, 234.922, 1
430.441, 77.3451, 1
213.09, 186.237, 1
207.381, 100.594, 1
424.867, 163.394, 1
453.088, 82.8425, 1
228.472, 169.153, 1
275.556, 168.685, 1
142.366, 175.683, 1
508.869, 241.529, 1
53.6949, 129.961, 1
331.906, 238.495, 1
359.444, 183.127, 1
582.797, 277.521, 0
476.324, 86.5154, 1
392.223, 95.6397, 1
270.092, 237.234, 1
559.122, 300.41, 0
246.354, 202.543, 1
164.745, 234.361, 1
503.724, 189.198, 1
51.1753, 121.566, 1
211.953, 171.734, 1
93.371, 155.331, 1
460.8, 193.822, 1
347.451, 109.256, 1
524.647, 289.568, 0
370.48, 188.564, 1
216.618, 200.237, 1
168.702, 216.122, 1
163.733, 155.634, 1
212.911, 225.428, 1
97.4488, 233.679, 1
186.024, 165.789, 1
114.404, 233.191, 1
229.903, 159.63, 1
423.547, 239.895, 1
48.4917, 148.532, 1
371.886, 239.368, 1
148.259, 233.629, 1
337.857, 162.099, 1
429.577, 171.491, 1
549.087, 303.987, 0
454.053, 95.491, 1
544.379, 304.346, 0
223.179, 185.209, 1
185.995, 165.782, 1
513.615, 186.134, 1
223.309, 100.373, 1
229.918, 159.629, 1
405.457, 161.49, 1
536.204, 305.061, 0
323.159, 193.313, 1
392.172, 218.241, 1
535.712, 308.718, 0
458.622, 97.3209, 1
279.479, 145.456, 1
437.744, 240.516, 1
330.306, 172.894, 1
128.898, 194.872, 1
186.007, 165.797, 1
525.869, 304.048, 0
509.735, 309.702, 0
468.148, 240.948, 1
544.573, 241.764, 1
401.901, 239.823, 1
312.339, 190.292, 1
154.413, 168.599, 1
-8.25095, 206.76, 0
595.594, 288.928, 0
409.296, 100.885, 1
371.49, 96.0234, 1
66.2982, 166.3, 1
254.944, 145.498, 1
248.631, 169.842, 1
603.283, 284.234, 0
218.292, 249.23, 1
540.973, 188.732, 1
348.809, 186.234, 1
339.92, 192.509, 1
529.359, 314.174, 0
453.601, 241.267, 1
519.615, 300.707, 0
19.8402, 157.976, 1
36.7235, 159.185, 1
603.963, 295.027, 0
513.675, 280.641, 0
449.306, 295.87, 0
83.9754, 194.136, 1
290.758, 237.678, 0
500.422, 302.878, 0
10.1995, 150.353, 1
423.736, 239.897, 1
28.0176, 170.397, 1
567.49, 289.142, 0
535.59, 306.346, 0
352.331, 239.084, 1
71.7304, 212.225, 1
583.335, 287.626, 0
400.753, 239.341, 1
248.6, 169.846, 1
508.856, 168.104, 1
562.051, 296.761, 0
185.995, 165.785, 0
527.492, 310.175, 0
287.994, 163.285, 1
222.306, 236.541, 1
519.914, 306.702, 0
461.317, 149.256, 0
115.155, 233.508, 0
381.564, 181.182, 1
-0.335869, 134.982, 0
90.21, 215.535, 1
533.179, 174.749, 0
522.018, 316.731, 0
301.359, 211.731, 0
558.643, 306.308, 1
581.395, 325.794, 0
311.796, 202.082, 0
7.48794, 220.671, 0
536.26, 161.558, 0
179.518, 222.701, 0
506.659, 302.435, 0
395.046, 297.411, 0
482.367, 291.397, 0
66.9151, 165.158, 0
291.114, 182.223, 0
394.188, 297.24, 0
556.19, 315.608, 0
