x, y, value
428.984, 160.773, 1
407.784, 205.324, 1
363.237, 192.531, 1
415.563, 158.936, 1
545.746, 143.441, 1
613.544, 178.907, 1
473.598, 167.19, 1
81.2567, 109.213, 1
356.609, 177.134, 1
427.77, 198.558, 1
73.428, 178.555, 1
315.564, 232.511, 1
484.547, 176.494, 1
375.425, 209.746, 1
198.916, 174.334, 1
352.089, 191.757, 1
94.5761, 77.6863, 1
529.234, 189.681, 1
512.486, 183.858, 1
196.356, 227.627, 1
102.863, 200.578, 1
614.032, 192.398, 1
104.416, 226.912, 1
151.096, 215.664, 1
527.987, 184.747, 1
314.385, 214.376, 1
196.355, 227.631, 1
447.078, 202.424, 1
473.425, 186.735, 1
281.806, 200.446, 1
364.542, 160.081, 1
188.63, 210.132, 1
182.389, 176.253, 1
94.9758, 130.85, 1
93.0922, 91.4427, 1
512.967, 174.52, 1
93.0129, 159.748, 1
104.441, 226.905, 1
79.579, 82.5562, 1
61.6296, 96.2852, 1
81.2457, 109.196, 1
154.915, 195.633, 1
89.4544, 176.529, 1
72.7941, 163.658, 1
499.393, 180.215, 1
198.909, 174.355, 1
250.32, 199.634, 1
548.234, 179.544, 1
579.685, 180.61, 1
527.135, 145.831, 1
283.775, 216.049, 1
50.4977, 226.827, 1
133.401, 197.75, 1
223.336, 198.394, 1
612.434, 160.22, 1
70.4855, 227.201, 1
76.3585, 204.111, 1
488.209, 198.457, 1
178.48, 196.548, 1
133.893, 221.735, 1
486.385, 189.488, 1
69.3553, 173.66, 1
198.617, 208.393, 1
560.33, 172.36, 1
86.6865, 156.562, 1
575.186, 152.426, 1
327.206, 199.219, 1
556.318, 151.732, 1
502.854, 190.83, 1
66.991, 55.3426, 1
219.77, 161.163, 1
79.4977, 136.164, 1
243.725, 195.588, 1
278.303, 186.455, 1
630.338, 319.409, 0
148.15, 185.171, 1
438.601, 202.163, 1
45.7066, 200.616, 1
110.241, 187.593, 1
219.896, 182.778, 1
450.407, 174.801, 1
46.3351, 182.081, 1
52.4264, 160.482, 1
487.836, 143.406, 1
71.1502, 227.299, 1
207.357, 161.152, 1
94.9785, 130.86, 1
89.4736, 176.494, 1
450.395, 174.776, 1
449.293, 161.691, 1
471.158, 200.428, 1
125.856, 210.526, 1
557.259, 152.079, 1
577.953, 180.434, 1
382.757, 171.515, 1
438.083, 144.832, 1
427.768, 198.56, 1
93.1994, 111.31, 1
599.495, 154.484, 1
178.501, 196.545, 1
58.7364, 177.278, 1
199.41, 194.809, 1
456.347, 141.183, 1
509.646, 145.038, 1
50.5131, 226.824, 1
66.2013, 189.618, 1
133.889, 221.745, 1
110.852, 210.664, 1
326.188, 182.478, 1
161.426, 148.473, 1
415.566, 158.933, 1
243.758, 195.536, 1
110.33, 171.768, 1
152.466, 162.626, 1
375.424, 209.744, 1
226.82, 228.737, 1
344.129, 234.045, 1
86.5825, 189.66, 1
64.9328, 143.829, 1
496.142, 306.829, 0
270.557, 216.208, 1
145.392, 175.442, 1
96.9624, 189.683, 1
420.192, 103.847, 1
