x, y, value
303.742, 127.727, 1
283.631, 173.312, 1
238.821, 160.586, 1
290.537, 125.9, 1
407.769, 114.853, 0
473.295, 144.772, 1
346.906, 134.575, 1
232.006, 144.942, 1
303.155, 166.421, 1
190.847, 202.774, 1
357.458, 143.881, 1
251.289, 178.04, 1
60.5642, 141.537, 1
227.371, 160.058, 1
398.343, 156.218, 1
383.105, 151.055, 1
58.9112, 200, 1
473.91, 157.308, 1
5.76216, 188.34, 1
397.341, 151.538, 1
188.833, 182.633, 1
58.9104, 200.007, 1
321.854, 169.786, 1
346.66, 153.98, 1
148.929, 169.211, 1
239.66, 126.811, 1
49.8195, 180.078, 1
41.7989, 144.1, 1
383.701, 141.921, 1
7.42627, 165.258, 1
371.199, 147.578, 1
60.556, 141.566, 1
116.48, 168.221, 1
415.681, 146.466, 1
443.619, 147.002, 1
396.385, 113.469, 1
156.058, 186.929, 1
86.5241, 167.916, 1
471.448, 126.984, 1
360.25, 165.332, 1
37.4992, 166.506, 1
358.792, 156.494, 1
59.9909, 178.103, 1
426.046, 139.117, 1
439.288, 119.885, 1
182.171, 168.439, 1
421.919, 119.263, 1
374.153, 157.83, 1
83.458, 127.298, 1
108.244, 164.294, 1
144.127, 155.412, 1
313.851, 169.645, 1
83.2778, 152.386, 1
324.709, 142.006, 1
360.521, 110.871, 1
69.7902, 127.601, 1
324.706, 141.983, 1
323.431, 128.665, 1
344.836, 167.623, 1
422.828, 119.562, 1
441.929, 146.843, 1
258.227, 138.341, 1
312.639, 111.861, 1
303.151, 166.422, 1
459.503, 121.579, 1
37.5255, 166.502, 1
59.763, 163.835, 1
330.527, 108.15, 1
380.981, 112.587, 1
184.139, 153.275, 1
14.3801, 113.887, 1
290.541, 125.899, 0
108.295, 164.233, 1
251.282, 178.04, 1
95.6772, 200.655, 1
222.341, 203.7, 1
142.42, 187.095, 1
300.195, 70.394, 1
412.18, 132.36, 1
279.588, 125.741, 1
262.429, 125.444, 1
410.18, 115.941, 1
250.309, 125.334, 1
336.159, 158.395, 1
399.211, 133.483, 1
364.945, 141.061, 1
60.5598, 141.552, 1
167.775, 168.77, 1
448.66, 136.056, 1
48.7792, 171.888, 1
96.3181, 178.206, 1
415.698, 146.455, 1
193.686, 159.678, 1
95.6779, 200.651, 1
421.922, 119.263, 1
71.3394, 183.621, 1
136.721, 201.585, 1
281.174, 149.7, 1
441.932, 146.847, 1
230.713, 104.354, 1
139.661, 164.165, 1
385.574, 160.786, 1
122.481, 152.184, 1
14.3905, 113.873, 1
346.8, 134.584, 1
87.8656, 189.159, 1
449.355, 206.239, 1
399.086, 49.4892, 1
346.402, 113.361, 1
220.742, 141.761, 1
433.33, 131.298, 1
86.4919, 167.904, 1
333.146, 125.48, 1
389.194, 38.6314, 1
151.934, 151.848, 1
162.025, 59.422, 1
377.646, 127.798, 1
411.68, 45.2372, 1
178.688, 132.801, 1
227.245, 132.655, 1
87.4591, 139.137, 1
455.888, 206.327, 1
306.237, 204.743, 1
312.2, 148.293, 1
434.854, 49.3575, 1
350.556, 57.2759, 1
222.342, 203.7, 1
182.133, 168.444, 1
112.971, 201.506, 1
454.43, 153.841, 1
160.699, 136.317, 1
34.7112, 117.47, 1
412.417, 158.706, 1
304.136, 71.0339, 1
323.302, 153.556, 1
159.14, 165.458, 1
116.235, 181.663, 1
113.808, 119.021, 1
162.373, 191.989, 1
41.6221, 200.773, 1
134.392, 129.123, 1
58.9116, 200.008, 1
180.548, 123.26, 1
370.241, 205.382, 1
325.626, 205.143, 1
95.6823, 200.657, 1
290.545, 125.898, 1
382.154, 136.538, 1
412.663, 57.7939, 1
159.714, 152.968, 1
134.361, 129.122, 1
463.399, 150.637, 1
176.887, 59.4347, 1
180.563, 123.256, 1
358.423, 125.719, 1
275.505, 158.902, 1
345.447, 183.295, 1
417.648, 59.5702, 1
231.286, 108.695, 1
395.114, 205.745, 1
283.098, 136.764, 1
72.8989, 159.926, 1
134.374, 129.137, 1
616.485, 243.2, 0
423.079, 205.839, 1
491.444, 206.333, 1
356.2, 205.564, 1
264.459, 155.395, 1
99.8065, 132.49, 1
329.345, 57.7619, 1
206.884, 108.27, 1
199.307, 133.51, 1
173.908, 215.905, 0
490.132, 153.395, 1
301.524, 151.452, 1
292.634, 158.331, 1
407.57, 206.324, 1
553.688, 252.231, 0
25.2921, 159.403, 1
243.507, 204.078, 0
618.228, 245.853, 0
370.453, 205.387, 1
307.74, 205.069, 1
12.1836, 177.533, 1
355.534, 205.115, 1
199.254, 133.518, 1
459.004, 132.582, 1
134.357, 129.126, 1
239.661, 126.805, 1
172.978, 203.128, 1
411.183, 114.774, 0
59.6173, 200.34, 0
334.483, 145.886, 0
33.0508, 181.157, 0
482.182, 139.552, 0
253.008, 177.165, 0
263.849, 167.591, 0
127.894, 189.36, 0
572.177, 257.523, 0
242.87, 146.65, 0
410.291, 114.622, 0
126.622, 168.863, 1
481.902, 139.663, 0
112.203, 163.789, 1
289.936, 126.353, 0
252.209, 177.492, 0
36.6463, 167.226, 1
70.4529, 152.207, 0
20.2763, 103.541, 1
492.624, 67.5043, 1
410.13, 114.309, 1
488.998, 126.144, 1
493.156, 136.842, 1
492.893, 101.463, 1
496.596, 67.512, 1
511.417, 153.65, 1
488.995, 126.145, 1
433.944, 147.573, 1
39.2593, 152.583, 0
556.087, 255.674, 0
594.916, 241.73, 0
495.074, 75.9341, 1
593.965, 240.326, 0
496.82, 128.16, 0
50.907, 152.324, 0
552.213, 254.905, 0
546.529, 253.478, 0
552.653, 254.128, 0
593.914, 239.999, 0
552.531, 254.837, 0
399.309, 49.2091, 1
533.516, 99.0357, 0
491.055, 126.169, 0
492.36, 67.5277, 1
492.364, 67.5274, 1
539.368, 129.951, 1
533.522, 99.0367, 0
538.335, 144.692, 1
537.037, 104.674, 1
536.982, 104.689, 1
539.361, 129.945, 1
526.724, 134.711, 0
525.398, 151.486, 1
524.61, 106.915, 1
530.356, 250.372, 0
537.731, 158.915, 1
509.579, 137.901, 1
557.479, 125.841, 1
558.354, 138.723, 1
451.287, 118.415, 0
510.45, 250.915, 0
535.254, 99.0218, 1
493.902, 67.5524, 1
409.309, 113.476, 1
495.47, 67.522, 1
535.263, 99.0203, 0
550.554, 255.223, 0
210.171, 158.984, 0
575.526, 67.999, 1
569.52, 147.518, 1
572.311, 129.187, 1
552.662, 255.637, 0
554.497, 255.73, 0
327.882, 169.601, 0
593.169, 240.727, 0
593.172, 240.75, 0
535.5, 249.83, 0
552.843, 255.052, 0
530.205, 249.384, 0
551.974, 255.806, 0
72.7106, 136.891, 0
530.312, 249.307, 0
490.625, 67.5127, 1
532.702, 99.0294, 1
413.635, 112.011, 1
489.925, 121.328, 1
490.656, 67.5182, 1
586.168, 130.155, 0
536.812, 105.459, 1
585.948, 146.672, 1
587.653, 68.0748, 1
516.095, 256.68, 0
523.524, 260.278, 0
196.235, 168.402, 0
514.592, 87.0245, 1
494.51, 268.813, 0
587.238, 106.66, 1
474.038, 259.292, 0
422.696, 46.2929, 1
94.4091, 155.14, 0
533.31, 98.9793, 1
492.143, 67.5487, 1
496.324, 67.53, 1
599.586, 127.846, 1
192.652, 154.005, 1
539.182, 129.869, 1
494.506, 268.847, 0
474.223, 271.274, 0
290.629, 125.945, 1
452.549, 260.628, 0
410.44, 274.529, 0
230.783, 96.5057, 1
564.768, 149.161, 1
511.114, 260.792, 0
412.228, 266.799, 0
345.867, 255.436, 0
460.543, 260.026, 0
606.794, 265.78, 0
444.125, 163.393, 1
553.871, 207.014, 1
306.122, 70.5591, 1
151.45, 201.53, 0
602.795, 115.134, 1
591.617, 120.077, 0
513.914, 246.279, 0
410.705, 273.313, 0
285.529, 227.607, 0
411.86, 267.144, 0
410.346, 274.597, 0
491.729, 67.513, 1
533.036, 98.8528, 1
536.724, 105.246, 0
411.567, 268.287, 0
552.89, 256.379, 0
605.477, 128.039, 1
410.434, 274.754, 0
553.929, 259.679, 1
494.914, 268.618, 0
295.674, 126.351, 0
410.212, 275.655, 1
410.325, 273.345, 0
329.529, 283.618, 1
410.459, 274.742, 1
410.332, 273.391, 0
409.717, 275.586, 1
351.982, 270.103, 0
410.509, 272.322, 1
410.395, 273.077, 1
552.034, 286.475, 0
620.927, 276.218, 0
410.752, 269.554, 0
197.295, 168.963, 0
330.353, 283.529, 0
410.512, 272.273, 0
323.341, 282.563, 1
355.628, 274.24, 0
410.201, 270.632, 0
331.514, 283.21, 1
500.165, 268.072, 1
410.417, 274.656, 0
410.391, 272.785, 1
504.848, 206.651, 1
410.229, 275.625, 0
511.283, 260.801, 1
535.729, 92.2964, 1
417.454, 99.8919, 1
535.738, 92.2916, 1
492.4, 65.051, 1
492.402, 65.0513, 1
13.3309, 168.078, 0
507.079, 306.851, 1
628.654, 127.926, 1
568.517, 309.914, 0
615.569, 293.076, 0
450.128, 323.518, 0
451.225, 304.206, 1
9.40394, 125.195, 0
576.826, 294.062, 1
345.197, 306.069, 0
481.822, 333.109, 0
371.112, 332.076, 0
397.697, 322.865, 0
627.739, 146.047, 1
492.168, 65.0654, 0
319.227, 326.81, 1
503.17, 305.195, 1
506.623, 306.82, 1
399.07, 337.435, 0
468.474, 349.607, 0
478.598, 284.423, 1
414.488, 338.259, 0
197.28, 371.931, 0
569.747, 313.476, 1
617.835, 126.329, 1
578.898, 304.797, 1
601.61, 301.014, 0
399.601, 328.922, 0
363.435, 326.758, 0
413.577, 312.845, 0
